country,continent,year,lifeExp,pop,gdpPercap
Djibouti,Africa,1982.8137834096894,48.812,305991,2879.468067
Djibouti,Africa,1982.1675761062693,50.04,311025,2880.102568
Djibouti,Africa,1990.3453685228221,51.604,384156,2377.156192
Djibouti,Africa,1993.5587816790517,53.157,417908,1895.016984
Djibouti,Africa,1998.7366133677758,53.373,447416,1908.260867
Djibouti,Africa,2009.209198986654,54.791,496374,2082.481567
Dominican Republic,Americas,1950.233650363144,45.928,2491346,1397.717137
Dominican Republic,Americas,1960.9302218085202,49.828,2923186,1544.402995
Dominican Republic,Americas,1960.1543036173061,53.459,3453434,1662.137359
Dominican Republic,Americas,1968.2719503493888,56.751,4049146,1653.723003
Dominican Republic,Americas,1970.615801782913,59.631,4671329,2189.874499
Dominican Republic,Americas,1973.568465462478,61.788,5302800,2681.9889
Dominican Republic,Americas,1986.1617356613224,63.727,5968349,2861.092386
Dominican Republic,Americas,1982.4441905522938,66.046,6655297,2899.842175
Dominican Republic,Americas,1995.9493206868178,68.457,7351181,3044.214214
Dominican Republic,Americas,2001.309292318913,69.957,7992357,3614.101285
Dominican Republic,Americas,2004.8600666303983,70.847,8650322,4563.808154
Dominican Republic,Americas,2003.0524233337105,72.235,9319622,6025.374752
Ecuador,Americas,1950.6122899190946,48.357,3548753,3522.110717
Ecuador,Americas,1958.4199987383895,51.356,4058385,3780.546651
Ecuador,Americas,1957.5021878726714,54.64,4681707,4086.114078
Ecuador,Americas,1965.5711299498678,56.678,5432424,4579.074215
Ecuador,Americas,1969.1722126498166,58.796,6298651,5280.99471
Ecuador,Americas,1980.642797645499,61.31,7278866,6679.62326
Ecuador,Americas,1981.9619193760557,64.342,8365850,7213.791267
Ecuador,Americas,1990.335237941947,67.231,9545158,6481.776993
Ecuador,Americas,1989.2228185322258,69.613,10748394,7103.702595
Ecuador,Americas,2000.4665594517362,72.312,11911819,7429.455877
Ecuador,Americas,1999.5600623352702,74.173,12921234,5773.044512
Ecuador,Americas,2008.8701516769192,74.994,13755680,6873.262326
Egypt,Africa,1950.6886772750763,41.893,22223309,1418.822445
Egypt,Africa,1954.136602024586,44.444,25009741,1458.915272
Egypt,Africa,1965.368461745618,46.992,28173309,1693.335853
Egypt,Africa,1963.033384743769,49.293,31681188,1814.880728
Egypt,Africa,1974.8465047753432,51.137,34807417,2024.008147
Egypt,Africa,1979.3769454850249,53.319,38783863,2785.493582
Egypt,Africa,1981.671840760581,56.006,45681811,3503.729636
Egypt,Africa,1983.1456123460184,59.797,52799062,3885.46071
Egypt,Africa,1989.1867012071611,63.674,59402198,3794.755195
Egypt,Africa,1992.2539334308117,67.217,66134291,4173.181797
Egypt,Africa,2001.4176610803083,69.806,73312559,4754.604414
Egypt,Africa,2005.7983405544835,71.338,80264543,5581.180998
El Salvador,Americas,1956.1332249771892,45.262,2042865,3048.3029
El Salvador,Americas,1956.7134433008064,48.57,2355805,3421.523218
El Salvador,Americas,1964.5579215380174,52.307,2747687,3776.803627
El Salvador,Americas,1962.5835113375256,55.855,3232927,4358.595393
El Salvador,Americas,1968.0137590680379,58.207,3790903,4520.246008
El Salvador,Americas,1974.3539140880612,56.696,4282586,5138.922374
El Salvador,Americas,1985.093079999947,56.604,4474873,4098.344175
El Salvador,Americas,1986.9836889933708,63.154,4842194,4140.442097
El Salvador,Americas,1993.726824189705,66.798,5274649,4444.2317
El Salvador,Americas,2000.2105980449635,69.535,5783439,5154.825496
El Salvador,Americas,1999.6147591388012,70.734,6353681,5351.568666
El Salvador,Americas,2007.6727296719066,71.878,6939688,5728.353514
Equatorial Guinea,Africa,1947.9556226928123,34.482,216964,375.6431231
Equatorial Guinea,Africa,1959.5266248947435,35.983,232922,426.0964081
Equatorial Guinea,Africa,1961.1263707221021,37.485,249220,582.8419714
Equatorial Guinea,Africa,1967.6382071003584,38.987,259864,915.5960025
Equatorial Guinea,Africa,1970.0495354903362,40.516,277603,672.4122571
Equatorial Guinea,Africa,1972.0641842838404,42.024,192675,958.5668124
Equatorial Guinea,Africa,1982.4893361414277,43.662,285483,927.8253427
Equatorial Guinea,Africa,1982.8522416738808,45.664,341244,966.8968149
Equatorial Guinea,Africa,1994.7458849620082,47.545,387838,1132.055034
Equatorial Guinea,Africa,2001.2443011040652,48.245,439971,2814.480755
Equatorial Guinea,Africa,2000.3472516325469,49.348,495627,7703.4959
Equatorial Guinea,Africa,2011.8125532675876,51.579,551201,12154.08975
Eritrea,Africa,1952.1606702109298,35.928,1438760,328.9405571
Eritrea,Africa,1953.7144336150361,38.047,1542611,344.1618859
Eritrea,Africa,1966.0967180530238,40.158,1666618,380.9958433
Eritrea,Africa,1964.2535028274813,42.189,1820319,468.7949699
Eritrea,Africa,1976.7706592804482,44.142,2260187,514.3242082
Eritrea,Africa,1976.1591796426521,44.535,2512642,505.7538077
Eritrea,Africa,1983.1322429147488,43.89,2637297,524.8758493
Eritrea,Africa,1983.7448355175336,46.453,2915959,521.1341333
Eritrea,Africa,1991.9154256691277,49.991,3668440,582.8585102
Eritrea,Africa,1995.5288925212544,53.378,4058319,913.47079
Eritrea,Africa,2004.313028656387,55.24,4414865,765.3500015
Eritrea,Africa,2008.3365723375,58.04,4906585,641.3695236
Ethiopia,Africa,1950.4836843454746,34.078,20860941,362.1462796
Ethiopia,Africa,1961.8900652850525,36.667,22815614,378.9041632
Ethiopia,Africa,1965.1364094138512,40.059,25145372,419.4564161
Ethiopia,Africa,1962.7118628302715,42.115,27860297,516.1186438
Ethiopia,Africa,1976.5602370707443,43.515,30770372,566.2439442
Ethiopia,Africa,1979.5500605255352,44.51,34617799,556.8083834
Ethiopia,Africa,1979.0539028411677,44.916,38111756,577.8607471
Ethiopia,Africa,1983.0289959122904,46.684,42999530,573.7413142
Ethiopia,Africa,1993.9123695366156,48.091,52088559,421.3534653
Ethiopia,Africa,1999.8612231018112,49.402,59861301,515.8894013
Ethiopia,Africa,2004.2555781872513,50.725,67946797,530.0535319
Ethiopia,Africa,2008.3930130663082,52.947,76511887,690.8055759
Finland,Europe,1950.1956164444532,66.55,4090500,6424.519071
Finland,Europe,1957.6774322501062,67.49,4324000,7545.415386
Finland,Europe,1964.6179208151607,68.75,4491443,9371.842561
Finland,Europe,1964.2878273543936,69.83,4605744,10921.63626
Finland,Europe,1972.429041179803,70.87,4639657,14358.8759
Finland,Europe,1975.0743982434306,72.52,4738902,15605.42283
Finland,Europe,1980.8456294735836,74.55,4826933,18533.15761
Finland,Europe,1983.9300875169954,74.83,4931729,21141.01223
Finland,Europe,1989.7124304782571,75.7,5041039,20647.16499
Finland,Europe,2001.7460041490574,77.13,5134406,23723.9502
Finland,Europe,2005.5276189951219,78.37,5193039,28204.59057
Finland,Europe,2009.1628599470573,79.313,5238460,33207.0844
France,Europe,1956.4306140791325,67.41,42459667,7029.809327
France,Europe,1952.0133126780318,68.93,44310863,8662.834898
France,Europe,1963.0503039152443,70.51,47124000,10560.48553
France,Europe,1969.8840453147839,71.55,49569000,12999.91766
France,Europe,1976.785020531767,72.38,51732000,16107.19171
France,Europe,1979.6972264381618,73.83,53165019,18292.63514
France,Europe,1980.5860715730246,74.89,54433565,20293.89746
France,Europe,1990.7687204659333,76.34,55630100,22066.44214
France,Europe,1992.57391642917,77.46,57374179,24703.79615
France,Europe,1999.726744705626,78.64,58623428,25889.78487
France,Europe,2005.5301452064923,79.59,59925035,28926.03234
France,Europe,2003.7775468312302,80.657,61083916,30470.0167
Gabon,Africa,1948.4585219977487,37.003,420702,4293.476475
Gabon,Africa,1953.8156131988192,38.999,434904,4976.198099
Gabon,Africa,1959.1469409853637,40.489,455661,6631.459222
Gabon,Africa,1968.1020220161765,44.598,489004,8358.761987
Gabon,Africa,1974.8340730333944,48.69,537977,11401.94841
Gabon,Africa,1980.5368376228244,52.79,706367,21745.57328
Gabon,Africa,1983.931584135094,56.564,753874,15113.36194
Gabon,Africa,1984.9396241566515,60.19,880397,11864.40844
Gabon,Africa,1991.9721372663237,61.366,985739,13522.15752
Gabon,Africa,1996.172034067091,60.461,1126189,14722.84188
Gabon,Africa,2005.1079843201271,56.761,1299304,12521.71392
Gabon,Africa,2007.5478301031415,56.735,1454867,13206.48452
Gambia,Africa,1955.6608519305755,30.0,284320,485.2306591
Gambia,Africa,1955.6351635481371,32.065,323150,520.9267111
Gambia,Africa,1966.276187872354,33.896,374020,599.650276
Gambia,Africa,1962.5976730415273,35.857,439593,734.7829124
Gambia,Africa,1967.842626846943,38.308,517101,756.0868363
Gambia,Africa,1979.6533374132632,41.842,608274,884.7552507
Gambia,Africa,1978.6878010718083,45.58,715523,835.8096108
Gambia,Africa,1985.4143185094076,49.265,848406,611.6588611
Gambia,Africa,1992.5515123033574,52.644,1025384,665.6244126
Gambia,Africa,1994.3099706403125,55.861,1235767,653.7301704
Gambia,Africa,2000.778412282932,58.041,1457766,660.5855997
Gambia,Africa,2004.4200819425687,59.448,1688359,752.7497265
Germany,Europe,1956.2096383999099,67.5,69145952,7144.114393
Germany,Europe,1954.0842084325043,69.1,71019069,10187.82665
Germany,Europe,1960.4062516670058,70.3,73739117,12902.46291
Germany,Europe,1962.366695936965,70.8,76368453,14745.62561
Germany,Europe,1970.6634571316843,71.0,78717088,18016.18027
Germany,Europe,1974.8511621779987,72.5,78160773,20512.92123
Germany,Europe,1977.5044487009723,73.8,78335266,22031.53274
Germany,Europe,1986.1051477585456,74.847,77718298,24639.18566
Germany,Europe,1993.8374099694981,76.07,80597764,26505.30317
Germany,Europe,1996.5973351317452,77.34,82011073,27788.88416
Germany,Europe,2001.087781652383,78.67,82350671,30035.80198
Germany,Europe,2003.2514123615854,79.406,82400996,32170.37442
Ghana,Africa,1955.9977208862656,43.149,5581001,911.2989371
Ghana,Africa,1955.719401813444,44.779,6391288,1043.561537
Ghana,Africa,1962.3449194012044,46.452,7355248,1190.041118
Ghana,Africa,1966.8023309682637,48.072,8490213,1125.69716
Ghana,Africa,1968.7796173020222,49.875,9354120,1178.223708
Ghana,Africa,1974.9408863102378,51.756,10538093,993.2239571
Ghana,Africa,1984.5062166706723,53.744,11400338,876.032569
Ghana,Africa,1983.1152082656617,55.729,14168101,847.0061135
Ghana,Africa,1995.5870539633281,57.501,16278738,925.060154
Ghana,Africa,1997.3747859127154,58.556,18418288,1005.245812
Ghana,Africa,2000.8437142241362,58.453,20550751,1111.984578
Ghana,Africa,2007.7877932277431,60.022,22873338,1327.60891
Greece,Europe,1948.8412463021946,65.86,7733250,3530.690067
Greece,Europe,1960.929673677176,67.86,8096218,4916.299889
Greece,Europe,1958.2341524363844,69.51,8448233,6017.190733
Greece,Europe,1969.018152792755,71.0,8716441,8513.097016
Greece,Europe,1976.955837326188,72.34,8888628,12724.82957
Greece,Europe,1979.1244831385345,73.68,9308479,14195.52428
Greece,Europe,1977.2436627819568,75.24,9786480,15268.42089
Greece,Europe,1985.6045130129153,76.67,9974490,16120.52839
Greece,Europe,1987.2744598992049,77.03,10325429,17541.49634
Greece,Europe,1994.446399424058,77.869,10502372,18747.69814
Greece,Europe,2006.829904118287,78.256,10603863,22514.2548
Greece,Europe,2003.6921330715595,79.483,10706290,27538.41188
Guatemala,Americas,1948.4545503075713,42.023,3146381,2428.237769
Guatemala,Americas,1956.062061418843,44.142,3640876,2617.155967
Guatemala,Americas,1959.4401798626138,46.954,4208858,2750.364446
Guatemala,Americas,1965.5681624268668,50.016,4690773,3242.531147
Guatemala,Americas,1969.276714244123,53.738,5149581,4031.408271
Guatemala,Americas,1981.331681607851,56.029,5703430,4879.992748
Guatemala,Americas,1978.8762488444893,58.137,6395630,4820.49479
Guatemala,Americas,1991.1989718689956,60.782,7326406,4246.485974
Guatemala,Americas,1996.9336811767653,63.373,8486949,4439.45084
Guatemala,Americas,2000.0986983815021,66.322,9803875,4684.313807
Guatemala,Americas,2000.724931692909,68.978,11178650,4858.347495
Guatemala,Americas,2009.9721245086837,70.259,12572928,5186.050003
Guinea,Africa,1949.637159538463,33.609,2664249,510.1964923
Guinea,Africa,1955.0892284466274,34.558,2876726,576.2670245
Guinea,Africa,1959.2231652007151,35.753,3140003,686.3736739
Guinea,Africa,1963.5446103566069,37.197,3451418,708.7595409
Guinea,Africa,1968.9983051107827,38.842,3811387,741.6662307
Guinea,Africa,1979.0166663588868,40.762,4227026,874.6858643
Guinea,Africa,1985.2819503669946,42.891,4710497,857.2503577
Guinea,Africa,1983.087488590514,45.552,5650262,805.5724718
Guinea,Africa,1994.1306436608702,48.576,6990574,794.3484384
Guinea,Africa,1998.6633834355696,51.455,8048834,869.4497668
Guinea,Africa,2005.5294345250215,53.676,8807818,945.5835837
Guinea,Africa,2011.1074697508366,56.007,9947814,942.6542111
Guinea-Bissau,Africa,1953.3533734045666,32.5,580653,299.850319
Guinea-Bissau,Africa,1958.5008574302356,33.489,601095,431.7904566
Guinea-Bissau,Africa,1960.1758956132828,34.488,627820,522.0343725
Guinea-Bissau,Africa,1964.2920269321714,35.492,601287,715.5806402
Guinea-Bissau,Africa,1969.185957168814,36.486,625361,820.2245876
Guinea-Bissau,Africa,1981.682335397729,37.465,745228,764.7259628
Guinea-Bissau,Africa,1977.5937801364707,39.327,825987,838.1239671
Guinea-Bissau,Africa,1982.433707304707,41.245,927524,736.4153921
Guinea-Bissau,Africa,1990.254900887686,43.266,1050938,745.5398706
Guinea-Bissau,Africa,1999.377095996191,44.873,1193708,796.6644681
Guinea-Bissau,Africa,2001.4148971263153,45.504,1332459,575.7047176
Guinea-Bissau,Africa,2002.2628940071322,46.388,1472041,579.231743
Haiti,Americas,1955.0026144563242,37.579,3201488,1840.366939
Haiti,Americas,1957.2954004811122,40.696,3507701,1726.887882
Haiti,Americas,1962.3013227202139,43.59,3880130,1796.589032
Haiti,Americas,1968.951370174055,46.243,4318137,1452.057666
Haiti,Americas,1975.2822300927442,48.042,4698301,1654.456946
Haiti,Americas,1975.0265619450595,49.923,4908554,1874.298931
Haiti,Americas,1980.4961115679084,51.461,5198399,2011.159549
Haiti,Americas,1988.8494515037335,53.636,5756203,1823.015995
Haiti,Americas,1988.6766065758766,55.089,6326682,1456.309517
Haiti,Americas,1997.2496346836062,56.671,6913545,1341.726931
Haiti,Americas,2000.7663471175053,58.137,7607651,1270.364932
Haiti,Americas,2011.1408223361063,60.916,8502814,1201.637154
Honduras,Americas,1955.4875227278926,41.912,1517453,2194.926204
Honduras,Americas,1958.3242604224627,44.665,1770390,2220.487682
Honduras,Americas,1960.0335789657106,48.041,2090162,2291.156835
Honduras,Americas,1969.7475532033702,50.924,2500689,2538.269358
Honduras,Americas,1970.0408394279536,53.884,2965146,2529.842345
Honduras,Americas,1974.3146308582575,57.402,3055235,3203.208066
Honduras,Americas,1983.104034990898,60.909,3669448,3121.760794
Honduras,Americas,1984.28288429753,64.492,4372203,3023.096699
Honduras,Americas,1993.2812127455352,66.399,5077347,3081.694603
Honduras,Americas,1999.5171685561318,67.659,5867957,3160.454906
Honduras,Americas,2002.5322185385203,68.565,6677328,3099.72866
Honduras,Americas,2005.0643130101314,70.198,7483763,3548.330846
"Hong Kong, China",Asia,1952.3704063678476,60.96,2125900,3054.421209
"Hong Kong, China",Asia,1959.2382400970466,64.75,2736300,3629.076457
"Hong Kong, China",Asia,1962.1965989161977,67.65,3305200,4692.648272
"Hong Kong, China",Asia,1963.3124661494649,70.0,3722800,6197.962814
"Hong Kong, China",Asia,1971.584694435134,72.0,4115700,8315.928145
"Hong Kong, China",Asia,1981.674180851052,73.6,4583700,11186.14125
"Hong Kong, China",Asia,1986.4451102028174,75.45,5264500,14560.53051
"Hong Kong, China",Asia,1983.8027943622021,76.2,5584510,20038.47269
"Hong Kong, China",Asia,1995.9972530795178,77.601,5829696,24757.60301
"Hong Kong, China",Asia,1999.377205160565,80.0,6495918,28377.63219
"Hong Kong, China",Asia,2001.0319779479555,81.495,6762476,30209.01516
"Hong Kong, China",Asia,2004.0115207112628,82.208,6980412,39724.97867
Hungary,Europe,1954.002314346777,64.03,9504000,5263.673816
Hungary,Europe,1956.4245019230036,66.41,9839000,6040.180011
Hungary,Europe,1961.4722886233042,67.96,10063000,7550.359877
Hungary,Europe,1968.959603946918,69.5,10223422,9326.64467
Hungary,Europe,1972.839812524944,69.76,10394091,10168.65611
Hungary,Europe,1979.5007186858836,69.95,10637171,11674.83737
Hungary,Europe,1986.3226829074808,69.39,10705535,12545.99066
Hungary,Europe,1990.0901626709133,69.58,10612740,12986.47998
Hungary,Europe,1987.58829048471,69.17,10348684,10535.62855
Hungary,Europe,2000.4980341488535,71.04,10244684,11712.7768
Hungary,Europe,1999.6540414419053,72.59,10083313,14843.93556
Hungary,Europe,2003.6745803752729,73.338,9956108,18008.94444
Iceland,Europe,1949.715245727631,72.49,147962,7267.688428
Iceland,Europe,1960.434139774676,73.47,165110,9244.001412
Iceland,Europe,1961.206097578339,73.68,182053,10350.15906
Iceland,Europe,1967.9499289302614,73.73,198676,13319.89568
Iceland,Europe,1976.1167005340778,74.46,209275,15798.06362
Iceland,Europe,1973.0856654132622,76.11,221823,19654.96247
Iceland,Europe,1980.192649070619,76.99,233997,23269.6075
Iceland,Europe,1988.2202153072183,77.23,244676,26923.20628
Iceland,Europe,1991.6386979313877,78.77,259012,25144.39201
Iceland,Europe,1992.5388330322214,78.95,271192,28061.09966
Iceland,Europe,1998.3367487841738,80.5,288030,31163.20196
Iceland,Europe,2005.2620196456287,81.757,301931,36180.78919
India,Asia,1954.7780583585027,37.373,372000000,546.5657493
India,Asia,1956.5826008081845,40.249,409000000,590.061996
India,Asia,1958.6859990533635,43.605,454000000,658.3471509
India,Asia,1971.2689625618602,47.193,506000000,700.7706107
India,Asia,1974.0165698534863,50.651,567000000,724.032527
India,Asia,1972.417181803664,54.208,634000000,813.337323
India,Asia,1982.0474744390515,56.596,708000000,855.7235377
India,Asia,1985.3703672060476,58.553,788000000,976.5126756
India,Asia,1988.9007468925006,60.223,872000000,1164.406809
India,Asia,1998.538309205974,61.765,959000000,1458.817442
India,Asia,2006.6043058161504,62.879,1034172547,1746.769454
India,Asia,2006.3195870669576,64.698,1110396331,2452.210407
Indonesia,Asia,1955.2699388777287,37.468,82052000,749.6816546
Indonesia,Asia,1955.1340190068133,39.918,90124000,858.9002707
Indonesia,Asia,1959.638588892421,42.518,99028000,849.2897701
Indonesia,Asia,1967.4743943567134,45.964,109343000,762.4317721
Indonesia,Asia,1969.8101380624855,49.203,121282000,1111.107907
Indonesia,Asia,1976.27990799041,52.702,136725000,1382.702056
Indonesia,Asia,1985.9041189196353,56.159,153343000,1516.872988
Indonesia,Asia,1988.738726293073,60.137,169276000,1748.356961
Indonesia,Asia,1996.0484880403128,62.681,184816000,2383.140898
Indonesia,Asia,2000.1167476967282,66.041,199278000,3119.335603
Indonesia,Asia,2005.0668514817914,68.588,211060000,2873.91287
Indonesia,Asia,2002.132072889307,70.65,223547000,3540.651564
Iran,Asia,1947.237824863711,44.869,17272000,3035.326002
Iran,Asia,1957.3274039146254,47.181,19792000,3290.257643
Iran,Asia,1960.7168692571836,49.325,22874000,4187.329802
Iran,Asia,1964.6507159233056,52.469,26538000,5906.731805
Iran,Asia,1969.3421820691733,55.234,30614000,9613.818607
Iran,Asia,1976.8432108937236,57.702,35480679,11888.59508
Iran,Asia,1985.35186861726,59.62,43072751,7608.334602
Iran,Asia,1985.4891060860798,63.04,51889696,6642.881371
Iran,Asia,1991.991349252741,65.742,60397973,7235.653188
Iran,Asia,1999.3363471583007,68.042,63327987,8263.590301
Iran,Asia,2004.2040881748724,69.451,66907826,9240.761975
Iran,Asia,2002.9964673901343,70.964,69453570,11605.71449
Iraq,Asia,1950.8457161616143,45.32,5441766,4129.766056
Iraq,Asia,1955.842395733214,48.437,6248643,6229.333562
Iraq,Asia,1964.9625312808068,51.457,7240260,8341.737815
Iraq,Asia,1965.4505641939047,54.459,8519282,8931.459811
Iraq,Asia,1974.6262467367762,56.95,10061506,9576.037596
Iraq,Asia,1978.9814866876566,60.413,11882916,14688.23507
Iraq,Asia,1984.0518056779401,62.038,14173318,14517.90711
Iraq,Asia,1986.2728649993735,65.044,16543189,11643.57268
Iraq,Asia,1990.7032478297315,59.461,17861905,3745.640687
Iraq,Asia,1996.776548022631,58.811,20775703,3076.239795
Iraq,Asia,1998.3325149220939,57.046,24001816,4390.717312
Iraq,Asia,2005.3543841337528,59.545,27499638,4471.061906
Ireland,Europe,1950.2935246211982,66.91,2952156,5210.280328
Ireland,Europe,1961.3824465406715,68.9,2878220,5599.077872
Ireland,Europe,1961.964829097617,70.29,2830000,6631.597314
Ireland,Europe,1963.7334448617098,71.08,2900100,7655.568963
Ireland,Europe,1968.5976524611249,71.28,3024400,9530.772896
Ireland,Europe,1981.869809136105,72.03,3271900,11150.98113
Ireland,Europe,1980.1337776756397,73.1,3480000,12618.32141
Ireland,Europe,1988.1856276678045,74.36,3539900,13872.86652
Ireland,Europe,1994.973483421991,75.467,3557761,17558.81555
Ireland,Europe,1997.233567186316,76.122,3667233,24521.94713
Ireland,Europe,2005.8642264070133,77.783,3879155,34077.04939
Ireland,Europe,2009.4178229574982,78.885,4109086,40675.99635
Israel,Asia,1953.0562480175795,65.39,1620914,4086.522128
Israel,Asia,1960.2679913367,67.84,1944401,5385.278451
Israel,Asia,1961.3247043369508,69.39,2310904,7105.630706
Israel,Asia,1962.2411169607337,70.75,2693585,8393.741404
Israel,Asia,1970.9646578682557,71.63,3095893,12786.93223
Israel,Asia,1976.4297388515054,73.06,3495918,13306.61921
Israel,Asia,1977.7259567655376,74.45,3858421,15367.0292
Israel,Asia,1982.0156660965063,75.6,4203148,17122.47986
Israel,Asia,1995.361057250986,76.93,4936550,18051.52254
Israel,Asia,1995.4997660936904,78.269,5531387,20896.60924
Israel,Asia,1999.7896282065785,79.696,6029529,21905.59514
Israel,Asia,2011.2101800525877,80.745,6426679,25523.2771
Italy,Europe,1948.3943733752333,65.94,47666000,4931.404155
Italy,Europe,1954.1493220082227,67.81,49182000,6248.656232
Italy,Europe,1964.6234753178458,69.24,50843200,8243.58234
Italy,Europe,1971.8023720433998,71.06,52667100,10022.40131
Italy,Europe,1976.3217798349647,72.19,54365564,12269.27378
Italy,Europe,1977.455216156857,73.48,56059245,14255.98475
Italy,Europe,1985.9222393349244,74.98,56535636,16537.4835
Italy,Europe,1982.1644459078207,76.42,56729703,19207.23482
Italy,Europe,1993.9834070222332,77.44,56840847,22013.64486
Italy,Europe,1993.8506047440267,78.82,57479469,24675.02446
Italy,Europe,2005.176683418921,80.24,57926999,27968.09817
Italy,Europe,2002.421076152617,80.546,58147733,28569.7197
Jamaica,Americas,1951.2524584827543,58.53,1426095,2898.530881
Jamaica,Americas,1960.5722909239307,62.61,1535090,4756.525781
Jamaica,Americas,1957.9956106231261,65.61,1665128,5246.107524
Jamaica,Americas,1967.107624050792,67.51,1861096,6124.703451
Jamaica,Americas,1970.9009611270199,69.0,1997616,7433.889293
Jamaica,Americas,1972.9480733292767,70.11,2156814,6650.195573
Jamaica,Americas,1982.705346196291,71.21,2298309,6068.05135
Jamaica,Americas,1985.4049844314136,71.77,2326606,6351.237495
Jamaica,Americas,1996.1557323810453,71.766,2378618,7404.923685
Jamaica,Americas,1995.301712774924,72.262,2531311,7121.924704
Jamaica,Americas,2004.447477131322,72.047,2664659,6994.774861
Jamaica,Americas,2006.633598493396,72.567,2780132,7320.880262
Japan,Asia,1950.2189595412135,63.03,86459025,3216.956347
Japan,Asia,1957.9745320196787,65.5,91563009,4317.694365
Japan,Asia,1960.7388659224798,68.73,95831757,6576.649461
Japan,Asia,1965.113160637347,71.43,100825279,9847.788607
Japan,Asia,1970.6320347163435,73.42,107188273,14778.78636
Japan,Asia,1976.46385252939,75.38,113872473,16610.37701
Japan,Asia,1982.787244775597,77.11,118454974,19384.10571
Japan,Asia,1983.1921720889995,78.67,122091325,22375.94189
Japan,Asia,1992.5777926312953,79.36,124329269,26824.89511
Japan,Asia,1992.2004132344384,80.69,125956499,28816.58499
Japan,Asia,1998.2414116309585,82.0,127065841,28604.5919
Japan,Asia,2004.9643892383867,82.603,127467972,31656.06806
Jordan,Asia,1949.5442888598104,43.158,607914,1546.907807
Jordan,Asia,1954.5162962811612,45.669,746559,1886.080591
Jordan,Asia,1958.9925351203415,48.126,933559,2348.009158
Jordan,Asia,1966.0452749387375,51.629,1255058,2741.796252
Jordan,Asia,1973.5814614612777,56.528,1613551,2110.856309
Jordan,Asia,1973.0802688694673,61.134,1937652,2852.351568
Jordan,Asia,1980.1696028901065,63.739,2347031,4161.415959
Jordan,Asia,1990.137959733434,65.869,2820042,4448.679912
Jordan,Asia,1992.2983754108507,68.015,3867409,3431.593647
Jordan,Asia,1999.043024950054,69.772,4526235,3645.379572
Jordan,Asia,1997.2758614610009,71.263,5307470,3844.917194
Jordan,Asia,2005.9151381216034,72.535,6053193,4519.461171
Kenya,Africa,1948.2946484092204,42.27,6464046,853.540919
Kenya,Africa,1955.9318687980501,44.686,7454779,944.4383152
Kenya,Africa,1962.0411594017298,47.949,8678557,896.9663732
Kenya,Africa,1963.4044460277107,50.654,10191512,1056.736457
Kenya,Africa,1976.136230187758,53.559,12044785,1222.359968
Kenya,Africa,1978.69429444428,56.155,14500404,1267.613204
Kenya,Africa,1986.101591444835,58.766,17661452,1348.225791
Kenya,Africa,1983.2530165285684,59.339,21198082,1361.936856
Kenya,Africa,1989.2096651955596,59.285,25020539,1341.921721
Kenya,Africa,1994.311861192208,54.407,28263827,1360.485021
Kenya,Africa,1998.6492071568036,50.992,31386842,1287.514732
Kenya,Africa,2002.1403962209197,54.11,35610177,1463.249282
"Korea, Dem. Rep.",Asia,1950.475161187656,50.056,8865488,1088.277758
"Korea, Dem. Rep.",Asia,1954.2933897418857,54.081,9411381,1571.134655
"Korea, Dem. Rep.",Asia,1964.7402604623805,56.656,10917494,1621.693598
"Korea, Dem. Rep.",Asia,1966.2117005476812,59.942,12617009,2143.540609
"Korea, Dem. Rep.",Asia,1974.409730551899,63.983,14781241,3701.621503
"Korea, Dem. Rep.",Asia,1977.7726721873958,67.159,16325320,4106.301249
"Korea, Dem. Rep.",Asia,1986.7302267164669,69.1,17647518,4106.525293
"Korea, Dem. Rep.",Asia,1990.3586074660823,70.647,19067554,4106.492315
"Korea, Dem. Rep.",Asia,1994.6489825339588,69.978,20711375,3726.063507
"Korea, Dem. Rep.",Asia,1998.8911140271323,67.727,21585105,1690.756814
"Korea, Dem. Rep.",Asia,2002.3958798457102,66.662,22215365,1646.758151
"Korea, Dem. Rep.",Asia,2005.8500221436855,67.297,23301725,1593.06548
"Korea, Rep.",Asia,1950.6674444291673,47.453,20947571,1030.592226
"Korea, Rep.",Asia,1956.6320155182643,52.681,22611552,1487.593537
"Korea, Rep.",Asia,1962.12458648179,55.292,26420307,1536.344387
"Korea, Rep.",Asia,1966.5767400807997,57.716,30131000,2029.228142
"Korea, Rep.",Asia,1972.6691725738867,62.612,33505000,3030.87665
"Korea, Rep.",Asia,1972.312129891363,64.766,36436000,4657.22102
"Korea, Rep.",Asia,1984.4661507804303,67.123,39326000,5622.942464
"Korea, Rep.",Asia,1982.6876417075075,69.81,41622000,8533.088805
"Korea, Rep.",Asia,1991.9330581993365,72.244,43805450,12104.27872
"Korea, Rep.",Asia,2000.044749892662,74.647,46173816,15993.52796
"Korea, Rep.",Asia,2003.3492113867708,77.045,47969150,19233.98818
"Korea, Rep.",Asia,2004.7393572119672,78.623,49044790,23348.13973
Kuwait,Asia,1956.6242251150488,55.565,160000,108382.3529
Kuwait,Asia,1955.4914005152796,58.033,212846,113523.1329
Kuwait,Asia,1962.5130737336833,60.47,358266,95458.11176
Kuwait,Asia,1962.2183661531287,64.624,575003,80894.88326
Kuwait,Asia,1973.3206647137245,67.712,841934,109347.867
